belongs_to_collection,budget,original_language,popularity,production_countries,runtime,tagline,revenue,release_year,release_month,budget_year_ratio,all_genres
1,777000,7,8.152085000000001,275,86.0,0,2437000,1971,3,0.20000818566319703,477
1,42000000,7,8.371005,275,115.0,0,63781810,2002,4,10.479031458052438,405
0,2000000,7,3.3924,275,85.0,0,2260622,1994,4,0.5030135542032316,373
1,12000000,11,4.7262379999999995,176,106.0,0,21026290,2014,1,2.958436919714925,435
1,0,7,1.650666,275,111.0,0,1079726,2001,5,0.0,305
1,10000000,7,7.176601,275,96.0,0,47410000,1990,2,2.52518875785965,194
1,36000000,7,9.244469,222,84.0,0,189712432,2011,1,8.901810801407771,295
1,15000000,7,11.239011999999999,222,107.0,0,59389433,2011,3,3.709087833919905,480
1,0,7,2.238458,275,95.0,0,5979011,1988,8,0.0,488
1,0,7,0.739681,60,94.0,0,140987,2008,12,0.0,436
1,850000,7,3.334942,275,107.0,0,819939,2003,7,0.21186393151161925,348
1,14000000,7,8.093442,204,106.0,0,16002420,2015,10,3.448084773627077,455
1,0,7,5.769957,275,81.0,0,7000000,2010,2,0.0,92
1,4798235,7,9.336568,204,107.0,0,209696,2011,8,1.1864716708525784,520
1,10000000,7,3.0337970000000003,275,98.0,0,1759252,2011,6,2.47272522261327,435
1,0,7,7.87202,275,100.0,0,4719695,2015,4,0.0,402
1,1,27,0.20158199999999998,266,0.0,1,3,2014,6,2.4653640997624373e-07,306
0,4000000,11,5.099557,176,100.0,0,29456000,1997,4,1.0030067635253581,305
1,0,7,9.904821,275,97.0,0,36489888,1991,5,0.0,348
1,0,7,5.966121,275,87.0,0,1055287,2016,4,0.0,372
1,20000000,7,10.038613,31,98.0,0,51416464,2009,1,4.955301937696493,170
1,0,7,6.231928,221,130.0,0,519535,2013,3,0.0,533
1,90000000,7,11.605735000000001,275,87.0,0,182290266,2003,11,22.432651571818507,357
1,500000,7,0.48252700000000004,233,157.0,1,500000,2006,10,0.12425336155044339,435
1,2500000,7,1.216497,275,84.0,0,230069,2016,3,0.6151187326782565,305
0,145000000,7,12.256689,275,102.0,0,609123048,2014,6,35.74777944655534,5
1,0,7,0.779768,275,106.0,1,1553826,2013,2,0.0,488
1,30000000,7,8.040589,275,138.0,1,135130999,1993,11,7.552776916901076,411
1,0,7,4.548774,204,93.0,1,22321,2011,10,0.0,480
0,0,7,1.567626,238,98.0,0,10676194,1983,8,0.0,65
1,17500000,7,7.481125,275,110.0,0,19179969,2006,8,4.3488676542655185,305
1,7000000,7,6.904831,275,91.0,0,560069,1996,2,1.7570210561403368,307
0,75000000,7,8.940007000000001,250,129.0,0,142400065,2005,10,18.656600394276154,2
1,27220000,7,12.388833,275,105.0,0,5496951,2013,7,6.7173901187240705,421
1,22000000,7,11.275132000000001,275,105.0,0,9479718,2010,10,5.445409767084973,435
1,1200000,7,8.471302,275,81.0,0,760883,1983,3,0.3051657698607605,301
1,7000000,7,7.791952,275,98.0,0,19595031,1988,2,1.7711905234222234,520
1,0,17,7.0740419999999995,239,121.0,1,19978961,2013,9,0.0,435
0,6000000,7,12.457908,82,108.0,0,30471,1999,1,1.5015011257504691,140
1,15000000,7,7.4926580000000005,275,140.0,0,35485608,2013,3,3.7017212263358217,391
1,28000000,7,13.143061,275,130.0,0,133346506,2015,12,6.896169547254154,321
1,0,7,0.535931,275,88.0,1,11000,2010,9,0.0,422
1,2000000,7,11.276024000000001,275,108.0,0,22179430,2007,5,0.496518289623587,305
1,70000000,7,3.062626,275,101.0,0,11263966,1999,9,17.51751313375547,125
0,15800000,7,8.948564999999999,31,110.0,0,239606210,1988,5,3.9978300385815904,215
0,4000000,7,12.994387,275,76.0,0,93600000,1955,6,1.0465656294765209,295
1,40000000,7,6.4173849999999995,222,101.0,0,84601681,2008,5,9.920477452738846,385
1,9100000,13,4.23908,233,183.0,1,76000000,2008,12,2.2569086204980873,157
1,450000,7,2.333661,222,84.0,0,973525,2006,6,0.11182802539539904,480
1,0,7,2.6050169999999997,275,85.0,1,6700,2017,2,0.0,480
1,10500000,7,4.668541,241,89.0,0,11582891,1990,10,2.6514481957526326,462
1,4000000,7,11.609441,241,102.0,0,119723856,2003,8,0.9970067365252671,435
1,1000000,7,2.301183,275,96.0,0,16000000,1975,5,0.25636917160711425,84
0,28000000,7,17.26045,222,117.0,0,96188903,2010,3,6.930521521744511,126
0,80000000,35,7.309903,92,136.0,0,121059225,2009,1,19.821207750785973,149
1,1300000,7,6.636872,222,105.0,0,10750000,1951,12,0.3415299649196183,271
0,10000000,7,0.524432,219,127.0,1,25800,2003,5,2.4925168413131678,248
1,25000000,7,1.466461,275,87.0,0,12000000,1999,3,6.256254690626954,288
1,9000000,7,6.484495,275,114.0,0,28607524,1986,11,2.281833864240012,436
1,17000000,7,7.196689999999999,223,95.0,0,20455276,2009,2,4.21200664704202,385
1,0,7,11.127884,275,83.0,0,12382362,2005,9,0.0,94
1,44500000,7,14.238234,275,120.0,0,232324128,2012,10,10.992691959574561,486
0,30000000,7,8.032638,8,91.0,0,15556340,1991,1,7.56795837421082,173
1,35000000,7,8.155603999999999,275,112.0,0,23083334,2016,3,8.61166225749559,388
1,0,7,6.5497879999999995,275,97.0,1,3384747,2017,6,0.0,435
1,0,7,5.0860129999999995,275,96.0,1,1031243,2013,7,0.0,409
1,31000000,7,5.418428,275,103.0,0,53208180,1990,8,7.828085149364915,373
1,1250000,7,8.731330999999999,275,101.0,0,11000000,1945,11,0.3304234045505911,435
1,45000000,7,6.8410899999999994,275,109.0,0,92374674,2005,8,11.193960236565694,126
0,12000000,7,6.140116,275,89.0,0,40855419,2008,10,2.9761432358216537,519
1,0,7,6.851242999999999,275,89.0,0,102617,2013,9,0.0,532
1,10000000,7,6.638116,275,89.0,0,26488734,1995,2,2.5125470317397505,305
1,16000000,7,9.101896,275,89.0,0,66468332,2001,12,3.996002998001249,305
0,150000000,7,1.456541,275,107.0,0,373062864,2009,4,37.1647645327237,83
1,2000000,27,0.570293,266,90.0,1,696681,2005,6,0.4975093438473641,435
1,50000000,7,6.496271,275,88.0,0,6808550,2004,1,12.450149600997605,306
1,70000000,7,16.316318,275,92.0,0,215529201,2014,10,17.25754869833706,143
1,0,7,0.5756560000000001,275,105.0,0,3206713,1992,11,0.0,129
0,20000000,7,13.591485,275,108.0,0,17280326,2009,3,4.955301937696493,57
1,4520000,7,3.372304,275,101.0,0,7175592,1983,3,1.1494577331421978,399
1,6000000,16,7.217205,236,111.0,1,5809330,2014,1,1.4792184598574625,435
1,11000000,7,12.293202,119,109.0,1,161789,2015,5,2.7092094649927034,435
1,40000000,7,13.256679,272,111.0,0,240978,2017,3,9.83214319336704,482
0,50000000,7,17.126768,222,114.0,0,159773545,1992,5,12.60060321607716,179
1,0,7,7.601439,275,101.0,0,1929168,1998,6,0.0,480
1,15000000,7,3.550711,275,94.0,0,9902115,2000,3,3.75,348
1,73000000,7,11.604533,82,98.0,0,103891409,1998,8,18.28655482309136,417
1,14000000,7,8.307210000000001,275,98.0,0,154864401,1993,9,3.5246292278871687,305
1,50000000,7,9.930325999999999,141,130.0,0,38955598,2003,2,12.462584206565838,411
0,19000000,7,10.187278,275,93.0,0,40846082,1999,10,4.754753564876485,515
1,30000000,7,11.589835,80,112.0,0,210819611,2009,8,7.43295290654474,531
1,18000000,7,6.303383999999999,275,122.0,0,11500000,1984,12,4.57287330905307,435
1,0,7,10.107677,275,95.0,0,3537961,2004,5,0.0,460
1,891000,7,0.17924600000000002,60,89.0,0,229000,1998,2,0.2231961691421151,422
1,43000000,7,10.536255,275,136.0,0,80049764,2000,12,10.75,435
1,55000000,7,15.178338,275,134.0,0,127600435,1995,7,13.819008674568627,54
1,662141,7,1.2334459999999998,275,98.0,0,1606624,1943,4,0.17539002063175171,501
1,400000,7,0.218588,0,97.0,1,43719,2001,7,0.09990007495003123,0
1,0,11,4.071187,176,122.0,0,460226,1955,4,0.0,127
1,85000000,7,14.048694,275,93.0,0,252712101,1997,6,21.31389372491386,202
0,45000000,7,13.530029999999998,141,105.0,0,73762516,2008,8,11.160537134331202,190
1,0,7,4.494016,275,102.0,0,540152,2012,3,0.0,435
1,0,7,2.738,225,105.0,0,28400000,1983,3,0.0,247
0,1800000,7,6.694959,275,104.0,0,41158757,1971,10,0.4633394262467885,140
1,0,7,0.26912600000000003,275,116.0,1,170832,1999,6,0.0,486
0,260000000,7,39.186819,275,149.0,0,604942143,2017,6,63.90893075688576,83
1,15000000,7,9.895652,222,107.0,0,34533783,2008,2,3.720179044777067,307
0,3000000,27,1.412333,266,73.0,1,19010585,2010,12,0.742555877329769,200
0,30000000,17,7.554848,241,84.0,0,133949270,1999,7,7.507505628752345,210
0,7000000,7,11.789813,275,119.0,0,200182160,1979,6,1.787337023588508,435
1,30000000,7,4.655727,151,101.0,0,13273595,1993,1,7.552776916901076,481
1,0,7,4.1132599999999995,204,93.0,0,1697294,2012,9,0.0,343
1,25000000,7,6.851628,275,92.0,0,4152230,1999,4,6.256254690626954,380
0,0,17,8.271179,239,129.0,0,30231200,2008,1,0.0,172
0,17000000,7,5.772293,275,101.0,0,78247647,1989,4,4.297138535449244,94
1,4600000,13,4.342418,233,186.0,0,25000000,2013,7,1.135194509409652,146
1,4500000,7,7.522655,275,86.0,0,1261000,1986,6,1.140916932120006,499
0,110000000,7,17.159576,222,119.0,0,333011068,1997,12,27.582685996947347,84
0,61000000,7,41.225769,275,132.0,0,311256926,2015,9,15.023797942232266,1
1,1000000,7,7.666558,275,129.0,0,34522221,2011,9,0.247272522261327,435
1,0,7,4.13905,222,144.0,0,3692836,1996,10,0.0,480
1,20000000,7,17.136672,203,104.0,0,35739755,1993,7,5.0351846112673835,305
1,15000000,7,15.388875,275,100.0,0,78054825,2011,8,3.709087833919905,131
1,500000,7,0.321515,0,95.0,0,10300,1997,6,0.12537584544066976,391
1,7000000,7,7.738924000000001,275,106.0,0,2697930,2005,9,1.7412827034657745,321
1,1400000,7,12.063080000000001,275,138.0,0,63463,1950,11,0.36817882971729127,435
0,0,2,9.206356,29,107.0,0,21890845,1996,2,0.0,16
1,5000000,7,1.5647739999999999,275,100.0,0,4710749,1998,2,1.2525037550062574,321
1,20000000,7,9.502332000000001,275,98.0,0,11341016,2004,4,4.980059840399043,314
1,0,18,1.322781,243,107.0,1,1261947,2012,11,0.0,93
1,22000000,7,13.966833,275,121.0,0,12000000,1977,6,5.628716071954436,84
1,18000000,13,4.19356,233,141.0,0,62000000,2013,8,4.442065471602986,122
1,12500000,7,9.543004,275,100.0,0,49002684,2014,2,3.081705124703047,385
1,0,7,1.7739630000000002,275,86.0,0,83398,2007,6,0.0,321
1,20000000,7,1.057387,275,93.0,0,8178569,1982,11,5.091229745815264,520
1,4000000,7,12.410427,275,136.0,0,13275000,1959,7,1.0422961158053523,527
1,14000000,11,5.355452,275,126.0,0,35856053,1981,12,3.567459772431741,435
0,360000,7,1.345165,275,113.0,0,36000000,1967,8,0.09304515869239503,142
1,25000000,7,10.932786,222,94.0,0,15502112,1985,7,6.3448153341497,264
1,48000000,7,8.781588000000001,275,93.0,0,90383208,2000,10,12.0,366
1,16400000,7,19.905716,275,129.0,0,235860116,1989,6,4.145474822433389,435
1,18000000,7,11.720358000000001,275,127.0,0,5887457,1994,9,4.5271219878290845,338
1,0,7,8.513889,204,104.0,0,596349,1949,8,0.0,527
1,700000,7,9.47666,275,171.0,0,7830611,1994,9,0.17605474397113105,422
1,2000000,8,8.367858,91,89.0,0,58510,2012,9,0.4940535712168342,520
1,20000000,7,11.11946,222,116.0,0,24145613,2010,10,4.950372515531794,463
1,15000000,7,12.860385,275,101.0,0,24769466,1996,5,3.7650451203007216,445
1,10000000,7,7.676017,275,100.0,0,66821036,2010,11,2.475186257765897,531
0,185000000,7,123.167259,222,152.0,0,1004558444,2008,7,45.88220821891716,131
1,28000000,7,5.715737,275,90.0,0,77516304,2001,10,6.993005246502186,385
1,20000000,7,9.059459,275,94.0,0,7237794,1989,9,5.055457100528523,391
1,1900000,25,1.075939,53,104.0,0,2070806,2000,8,0.475,348
1,25000000,7,8.383246,91,120.0,0,24902723,2015,8,6.157294238619781,455
1,8500000,7,10.990614,189,107.0,0,770706,2014,1,2.095559484798072,451
0,60000,7,14.838385999999998,275,81.0,0,248000000,1999,7,0.015015011257504691,512
1,180000,9,7.523517,235,89.0,0,900000,1997,8,0.04513530435864112,322
1,16000000,7,3.859495,275,127.0,0,81452156,1995,12,4.0200752507836,348
1,11000000,7,7.715908,275,81.0,0,13276953,2001,1,2.747252061125859,306
1,0,7,0.000308,0,105.0,1,1878561,1985,3,0.0,480
1,2153912,27,0.334881,266,83.0,1,4864560,2014,2,0.5310177318847511,387
1,60000000,7,11.131917,275,124.0,0,159330280,1997,11,15.045101452880372,37
1,3000000,7,6.09018,275,133.0,0,9012000,1948,8,0.7905754967976422,538
1,0,7,1.437622,204,79.0,1,1718328,1993,8,0.0,435
1,41000000,7,12.929653,275,105.0,0,91636986,2009,3,10.158368972277811,305
1,0,11,0.326486,176,98.0,1,457163,1972,9,0.0,307
1,0,7,10.001517,257,108.0,1,5240,2014,9,0.0,1
1,7000000,7,12.61469,275,98.0,0,60611975,1996,4,1.7570210561403368,411
1,20000000,7,0.69162,275,98.0,0,2297493,1981,7,5.096371103473916,305
1,5000000,7,5.147819,73,89.0,0,42000000,1996,3,1.2550150401002405,254
1,521873,13,1.6687939999999999,233,127.0,1,1013926,2016,6,0.1284055433515999,421
1,34000000,7,228.032744,222,113.0,0,224511319,2017,6,8.357321714361984,126
1,0,11,6.5864009999999995,196,115.0,0,5000000,1990,2,0.0,194
1,0,7,5.8603190000000005,222,132.0,0,21621000,1992,1,0.0,481
1,50000000,7,10.563152,275,124.0,0,120081841,2011,12,12.36362611306635,322
1,20000000,7,18.006895999999998,275,105.0,0,117760134,2007,4,4.96518289623587,479
1,0,7,9.968395,275,135.0,0,7286388,1992,12,0.0,435
1,0,11,1.7846819999999999,176,77.0,1,7424,2013,9,0.0,422
1,0,7,2.0833180000000002,275,86.0,1,64227,1988,1,0.0,421
0,3837625,7,0.7496649999999999,204,103.0,0,3867000,2010,10,0.949883666245885,305
1,42000000,7,10.174298,82,100.0,0,89162162,2011,3,10.385445934975733,500
1,0,7,1.2106270000000001,275,108.0,1,7218340,1985,12,0.0,435
1,0,7,10.847383,275,141.0,0,5800000,1959,3,0.0,538
1,20000000,7,4.444724,275,101.0,0,17432163,2003,1,4.9850336826263355,385
1,120000000,7,5.458387,275,121.0,0,48668907,2010,12,29.70223509319076,348
1,45000000,7,9.875573,275,95.0,0,56070433,2005,5,11.193960236565694,360
1,15000000,7,7.390012,275,130.0,0,42724017,1986,12,3.8030564404000207,112
1,1000000,7,6.107378,275,87.0,0,9318,2014,9,0.24653640997624376,511
1,50000000,7,6.572049000000001,275,99.0,0,8342132,2005,9,12.437733596184103,479
1,46000000,7,11.485472999999999,275,115.0,0,101191884,2003,1,11.465577470040571,194
1,5000000,7,1.629796,275,80.0,0,2091037,1982,12,1.272807436453816,320
0,152000000,7,146.161786,82,140.0,0,369907963,2017,7,37.362144134794754,485
1,0,8,5.435993,248,96.0,0,5101756,2009,3,0.0,131
0,120000000,7,10.246549,82,102.0,0,242688965,2014,1,29.58436919714925,189
1,3347850,16,2.906503,236,108.0,0,1248748,2011,4,0.8278313136525836,305
1,4437508,13,3.7790769999999996,233,155.0,1,2804874,2012,9,1.0961833373516356,348
0,17500000,7,5.773276999999999,275,117.0,0,85313124,1985,6,4.441370733904789,352
1,94000000,7,5.310558,18,116.0,0,54744738,2001,4,23.47651761325734,1
0,40000000,7,9.832342,275,93.0,0,51070807,2011,1,9.89090089045308,140
1,120000000,7,17.246484,275,100.0,0,167977596,2015,8,29.555012345374948,82
1,0,7,9.590695,204,128.0,0,27634716,1974,11,0.0,479
0,45000000,7,7.2880460000000005,275,95.0,0,124914842,2003,7,11.216325785909254,305
1,14000000,7,6.892056,275,91.0,0,39673161,1991,4,3.5317139079650492,140
1,8000000,7,11.23915,275,92.0,0,10848783,2009,9,1.9821207750785972,305
1,10000000,7,6.452069,275,102.0,0,3665069,2011,9,2.47272522261327,411
1,5200000,13,1.8911380000000002,233,163.0,1,13000000,1998,8,1.3026039052065077,480
1,4000000,8,10.067238,6,90.0,0,1440000,2017,1,0.983214319336704,405
1,3900000,30,0.5620970000000001,233,199.0,0,4900000,2000,2,0.975,453
0,5500000,13,1.250293,233,140.0,0,47000000,2013,9,1.3572977829898012,348
1,25000000,11,6.710597999999999,176,105.0,1,34100000,2010,4,6.187965644414742,68
0,40000000,7,13.043999000000001,275,118.0,0,244527583,1990,5,10.1007550314386,230
0,63000000,7,8.863776,275,127.0,0,920100000,1993,6,15.860831525492259,272
0,5000000,7,5.957998,275,121.0,1,23507567,2016,4,1.230237465356513,435
1,2000000,7,2.812182,72,90.0,1,120620,2004,9,0.4980059840399042,342
1,0,7,9.64078,275,112.0,0,46434570,1992,12,0.0,305
1,38000000,7,6.456233,275,98.0,0,122417389,1997,12,9.528564253490902,355
1,0,7,5.6696599999999995,275,119.0,0,26079312,1979,8,0.0,321
1,15000000,7,1.158196,254,111.0,0,163169,2001,5,3.746252810626171,178
0,30000000,7,9.128905,275,105.0,0,25480490,1997,8,7.522550726440186,500
1,48000000,7,7.198455,222,104.0,0,20915465,1993,5,12.08444306704172,227
1,50000000,7,17.887943,275,141.0,0,83719388,2014,10,12.326820498812188,435
0,6400000,7,19.293561999999998,222,108.0,0,78371200,1984,10,1.625910509885536,190
1,750000,7,1.5000129999999998,275,98.0,1,4000000,2005,7,0.18656600394276154,436
1,9000000,7,9.202416,275,84.0,1,18663238,2011,8,2.225452700351943,428
1,0,7,2.033354,275,86.0,0,666045,2008,8,0.0,93
1,5000000,11,4.2066550000000005,176,119.0,1,26144,2015,5,1.231458847723956,435
1,1000000,35,2.709403,273,109.0,0,6933459,1993,8,0.2517592305633692,348
1,17820000,11,9.482248,176,94.0,1,14054361,2004,1,4.437233317795546,305
1,50000000,7,12.508517999999999,275,99.0,0,16671505,1994,7,12.575338855080789,23
1,0,26,1.8128990000000003,263,99.0,1,20666,2010,5,0.0,480
1,2,7,2.466066,139,95.0,0,1,1995,9,5.025094063479501e-07,507
1,14000000,7,0.964715,205,94.0,0,9216,2007,8,3.4756280273651092,324
1,0,2,1.528202,99,108.0,1,88658655,2016,8,0.0,127
1,1300000,34,0.044561,0,135.0,1,639000,2006,2,0.3230587400311528,435
1,0,7,3.3672760000000004,275,96.0,0,718490,1995,10,0.0,348
0,130000000,7,14.89499,275,120.0,0,276572938,2012,8,32.11348212909422,194
1,290000,7,0.140491,275,85.0,0,596000,1928,4,0.07801604655567225,241
0,190000000,7,27.275686999999998,241,137.0,0,1506249360,2015,4,46.795436213510335,1
1,2600000,7,13.233262,275,93.0,0,119500000,1974,2,0.6672353564935858,389
1,250000,7,8.168455999999999,275,68.0,0,2500000,1921,1,0.06774625288700657,321
1,3000000,7,8.851646,222,161.0,0,27200000,1957,10,0.7833207001111532,461
1,0,7,4.290624,11,120.0,0,14631377,2009,9,0.0,435
1,0,13,0.371679,233,158.0,0,1486992,2001,7,0.0,480
1,0,7,2.345336,275,91.0,1,8533973,1990,1,0.0,305
1,16000000,7,7.108555,275,87.0,0,76514050,2009,1,3.9642415501571944,515
0,0,7,11.443544000000001,275,73.0,1,7900000,2006,8,0.0,11
1,0,7,11.002046,275,115.0,0,7025496,1995,10,0.0,442
1,13400000,7,1.223071,0,100.0,1,16700000,2010,12,3.316749585406302,125
1,65000000,7,17.015539,275,104.0,0,262797249,1995,12,16.33155570630838,259
1,0,7,10.752519,275,98.0,0,1133031,2016,7,0.0,519
1,35000000,7,7.790139999999999,112,122.0,0,74558115,2001,10,8.741256558127732,515
1,5000000,7,14.970485,38,97.0,0,9114264,2013,9,1.233907075445274,307
1,1070000,7,0.170074,270,95.0,0,570000,1998,5,0.2680358035713391,370
0,3000000,7,2.850011,275,89.0,0,13308,2002,9,0.7485022470037455,426
1,35000000,7,6.966505000000001,275,110.0,0,17508518,2014,3,8.62877434916853,131
1,14600000,7,12.989627,275,101.0,0,70906973,1993,2,3.67568476622519,332
1,5000000,7,12.158424,177,110.0,0,110000000,2000,5,1.25,342
1,18000000,11,6.971611,177,80.0,0,5602431,2010,2,4.455335263978615,287
1,6000000,11,11.186981,125,105.0,1,1305195,2016,10,1.4762849584278155,479
0,97000000,7,54.581996999999994,275,137.0,0,616801808,2017,2,23.84294724391507,160
1,11000000,7,10.3919,275,118.0,0,10032765,1993,12,2.769351536197061,480
1,0,7,0.626528,0,105.0,1,268431,2008,11,0.0,423
1,0,7,1.53188,275,103.0,0,94633,1999,4,0.0,348
1,0,7,4.782755,151,101.0,1,382267,2006,5,0.0,486
0,11000000,7,23.37742,222,117.0,0,104931801,1979,5,2.8086724656390842,180
1,2500000,7,11.591462,275,119.0,0,11403529,1963,3,0.6487829221649938,511
1,5000000,7,5.830675,275,99.0,0,19905359,1981,3,1.274092775868479,140
1,2159280,24,8.651053,155,80.0,1,15298355,2013,10,0.5328701739734942,435
0,7000000,7,5.5529459999999995,146,112.0,0,8349430,1995,6,1.7587829222178253,321
1,0,14,7.970312,227,145.0,1,25461,2000,7,0.0,435
1,10831173,7,4.480723,275,106.0,0,10654385,2011,3,2.678251466758784,321
1,13360000,16,8.717661,86,118.0,1,2000000,2015,5,3.290458041118411,321
1,55000000,7,13.776067999999999,275,134.0,0,95000000,2013,10,13.572977829898013,162
1,20000000,7,9.188583,191,113.0,0,208588,2015,3,4.925835390895824,479
0,5000000,7,6.370495,275,113.0,0,34725000,1983,6,1.271524041086502,515
0,0,29,14.38601,120,129.0,0,66995253,2009,9,0.0,129
1,5,7,0.0018800000000000002,105,141.0,1,135,1999,1,1.2512509381253908e-06,336
1,3500000,7,0.556435,275,90.0,1,9247881,1998,11,0.8767526285043803,305
1,30000000,7,10.596719,275,107.0,0,42886719,2005,4,7.462640157710462,305
1,2500,7,0.40475300000000003,275,78.0,1,15425,2007,3,0.0006206478620294837,480
1,3800000,7,8.070589,275,126.0,0,4307000,1948,1,1.0013956292770134,60
1,0,7,10.274376,275,112.0,0,33461269,1990,8,0.0,18
1,14000000,7,5.113573000000001,275,149.0,1,46495,2011,9,3.461815311658578,435
1,4000000,29,7.274236999999999,269,115.0,0,10785801,2008,1,0.9920477452738845,462
1,0,7,1.5120129999999998,53,150.0,1,217201,2002,10,0.0,429
1,135000000,7,11.72545,149,134.0,0,163794509,2006,7,33.54840761861971,37
1,0,11,5.337351,176,111.0,1,2293798,2012,10,0.0,455
0,200000000,7,20.818907,141,109.0,0,435000000,2003,7,49.85033682626335,190
1,0,7,11.106753999999999,275,121.0,0,14393902,1985,10,0.0,13
1,0,2,5.917685,224,86.0,0,47301471,2008,1,0.0,327
1,2700000,16,0.677253,202,117.0,1,4635143,1994,10,0.6790682981743627,0
1,48000000,7,8.338222,151,147.0,0,207515725,2000,12,12.0,411
1,0,7,6.328119,275,106.0,0,288312,2012,6,0.0,422
1,2000000,16,1.188935,230,89.0,1,33700,2003,5,0.49850336826263353,336
0,120000000,7,14.072510999999999,275,142.0,0,649398328,2002,5,29.94008988014982,82
1,0,27,0.5180779999999999,266,91.0,1,314195,2002,9,0.0,0
1,500000,7,2.317528,275,88.0,0,220151,2007,1,0.12412957240589675,480
1,0,8,0.5258689999999999,161,120.0,1,62153,2002,4,0.0,422
1,4000000,7,5.681582,204,111.0,0,2826523,1986,11,1.014148384106672,472
1,1500000,7,8.708789,275,86.0,0,173066,2007,10,0.37238871721769023,373
1,19000000,7,2.8243669999999996,275,188.0,0,4750000,1964,3,4.92573035618734,461
0,0,7,5.7990699999999995,275,81.0,0,5765562,1990,1,0.0,520
1,6000000,7,4.619068,275,105.0,0,24078196,1990,6,1.51511325471579,194
0,0,17,0.41819700000000004,239,133.0,1,33053559,2005,11,0.0,321
1,50000000,7,9.645800999999999,275,120.0,0,56714147,2002,4,12.475037450062425,411
0,0,7,6.653254,125,96.0,0,19776159,2007,2,0.0,385
1,70000000,7,8.919469,275,116.0,0,309457509,1999,7,17.51751313375547,385
0,6500000,27,0.8774770000000001,266,102.0,1,9816332,2011,1,1.6072713946986255,305
1,1250000,11,12.74564,196,129.0,0,36144000,1972,10,0.3214372410501586,480
1,0,18,3.6318629999999996,243,124.0,0,1200627,2015,8,0.0,102
1,0,7,1.298224,275,96.0,0,102780,1993,9,0.0,486
0,3000000,7,8.733191999999999,275,97.0,0,7282851,1988,7,0.7590816528952387,180
1,60000000,7,7.0946240000000005,275,101.0,0,73174566,2008,9,14.880716179108267,131
1,30000000,7,11.552956,203,109.0,0,35294470,2005,1,7.462640157710462,533
0,200000000,7,13.678120000000002,222,106.0,0,586090727,2008,10,49.602387263694226,37
0,0,7,1.655202,275,156.0,1,138913,2006,2,0.0,423
1,130000000,7,12.204174,67,105.0,0,117831631,2014,2,32.04973329691169,46
1,15000000,7,9.747452000000001,275,89.0,0,6405245,2009,8,3.71647645327237,305
1,0,7,9.987072,275,105.0,1,27900000,1983,12,0.0,57
1,0,4,1.9079380000000001,153,106.0,1,5405313,1999,4,0.0,385
1,9000000,7,1.494688,275,97.0,0,1046166,2005,8,2.2387920473131384,385
0,1500000,7,6.939994,275,97.0,0,14697005,1989,4,0.3791592825396392,194
1,4000000,22,3.92107,46,103.0,0,530048,2008,11,0.9920477452738845,461
1,0,7,0.5404359999999999,275,86.0,0,209935,1995,9,0.0,305
1,17000000,7,12.494394,275,170.0,0,72070731,1964,10,4.407232423957093,440
1,3230939,30,1.937874,233,162.0,1,18000000,2009,4,0.8005139143639585,122
1,0,7,6.741159,275,94.0,0,6538177,2006,1,0.0,305
0,14000000,7,12.243528,82,97.0,0,38574362,2000,9,3.5,511
1,0,7,3.9282779999999997,275,93.0,0,3090862,2002,10,0.0,127
1,0,7,11.266569,275,90.0,0,50504655,1987,11,0.0,305
1,9000000,7,9.51953,275,104.0,0,18803648,2016,11,2.2144274376417235,321
1,16000000,7,6.493474,275,91.0,1,24377151,2007,9,3.972146316988696,219
0,170000000,7,21.259,275,125.0,0,400062763,2010,12,42.07816638202025,82
1,0,16,4.67525,236,114.0,1,1805884,2000,8,0.0,391
1,1549000,2,4.331811,99,107.0,1,7096000,2005,5,0.3853209868097835,131
1,12000000,7,8.960713,275,93.0,0,32726956,2012,6,2.9643214273010052,433
1,6500000,7,2.12989,275,104.0,0,566736,1981,4,1.6563206086290228,469
0,170000000,7,18.717704,275,136.0,0,714766572,2014,3,41.91118969596144,82
0,50000000,7,9.35239,275,101.0,0,66002004,2005,6,12.437733596184103,228
1,3700000,7,13.505066000000001,275,98.0,1,3338228,2006,11,0.9194748754732811,405
0,0,7,7.65458,275,93.0,0,25000000,2004,3,0.0,232
1,19000000,7,14.9837,275,96.0,0,85241496,2016,7,4.67490236835475,238
1,125000000,7,33.704935,275,110.0,0,407778013,2017,6,30.725447479272,84
1,0,7,7.4448479999999995,275,92.0,0,17037887,1990,4,0.0,465
1,108000000,7,25.629929999999998,275,141.0,0,630161890,2015,9,26.599511110837454,253
0,10000000,7,7.873017999999999,275,137.0,0,100489151,1970,3,2.576721894405937,162
1,8000000,7,2.404818,222,115.0,1,10400000,1991,5,2.0181222331228854,306
0,37000000,7,16.414239000000002,275,108.0,0,215394738,1989,6,9.352595635977767,363
1,17000000,7,6.8151470000000005,275,171.0,0,10006806,1988,2,4.301462699739686,385
0,0,35,14.164519,99,133.0,1,72287783,2013,9,0.0,36
1,0,7,0.229233,33,0.0,1,1,2007,1,0.0,411
1,80000000,7,13.666488000000001,151,90.0,0,68514844,2003,11,19.940134730505342,281
1,5000000,7,3.0078419999999997,254,98.0,0,742898,2003,9,1.2462584206565839,307
1,19800000,7,11.313659,275,103.0,0,41296320,2014,9,4.881420917529626,321
